event_key,Issue Time,issue_count,first_issue,last_issue,Valid From,Valid To,warning_type,warning_text,location,warning_colour
2023-07-13 22:17:21+00:00_2023-07-14 23:00:00+00:00_Yellow Rain_Yellow_Donegal,2023-07-13 22:17:21+00:00,1,2023-07-13 22:17:21+00:00,2023-07-13 22:17:21+00:00,2023-07-13 22:17:21+00:00,2023-07-14 23:00:00+00:00,Yellow Rain,"Spells of heavy rain at times on Friday from noon onwards

Blustery at times also. 

Possible impacts:
Localised flooding
Poor visibility
Difficult travelling conditions
",Donegal,Yellow
"2023-07-14 13:50:37+00:00_2023-07-14 18:00:00+00:00_Yellow Rain_Yellow_Cavan, Monaghan, Connacht, Longford, Louth, Meath, Westmeath",2023-07-14 13:50:37+00:00,1,2023-07-14 13:50:37+00:00,2023-07-14 13:50:37+00:00,2023-07-14 13:50:37+00:00,2023-07-14 18:00:00+00:00,Yellow Rain,"Spells of heavy rain on Friday
Blustery at times also. 

Possible impacts:
Localised flooding
Poor visibility
Difficult travelling conditions
","Cavan, Monaghan, Connacht, Longford, Louth, Meath, Westmeath",Yellow
2023-07-14 13:50:37+00:00_2023-07-14 23:00:00+00:00_Yellow Rain_Yellow_Donegal,2023-07-14 13:50:37+00:00,1,2023-07-14 13:50:37+00:00,2023-07-14 13:50:37+00:00,2023-07-14 13:50:37+00:00,2023-07-14 23:00:00+00:00,Yellow Rain,"Spells of heavy rain at times on Friday from noon onwards

Blustery at times also. 

Possible impacts:
Localised flooding
Poor visibility
Difficult travelling conditions
",Donegal,Yellow
"2023-07-14 14:49:49+00:00_2023-07-14 18:00:00+00:00_Yellow Rain_Yellow_Cavan, Monaghan, Connacht, Longford, Louth, Meath, Westmeath",2023-07-14 14:49:49+00:00,1,2023-07-14 14:49:49+00:00,2023-07-14 14:49:49+00:00,2023-07-14 14:49:49+00:00,2023-07-14 18:00:00+00:00,Yellow Rain,"Spells of heavy rain on Friday
Blustery at times also. 

Possible impacts:
Localised flooding
Poor visibility
Difficult travelling conditions
","Cavan, Monaghan, Connacht, Longford, Louth, Meath, Westmeath",Yellow
2023-07-14 14:49:49+00:00_2023-07-14 23:00:00+00:00_Yellow Rain_Yellow_Donegal,2023-07-14 14:49:49+00:00,1,2023-07-14 14:49:49+00:00,2023-07-14 14:49:49+00:00,2023-07-14 14:49:49+00:00,2023-07-14 23:00:00+00:00,Yellow Rain,"Spells of heavy rain at times on Friday from noon onwards

Blustery at times also. 

Possible impacts:
Localised flooding
Poor visibility
Difficult travelling conditions
",Donegal,Yellow
"2023-07-14 14:49:49+00:00_2023-07-15 20:00:00+00:00_Yellow Wind_Yellow_Galway, Mayo",2023-07-14 14:49:49+00:00,1,2023-07-14 14:49:49+00:00,2023-07-14 14:49:49+00:00,2023-07-14 14:49:49+00:00,2023-07-15 20:00:00+00:00,Yellow Wind,Unseasonably strong winds.,"Galway, Mayo",Yellow
"2023-07-14 16:35:44+00:00_2023-07-14 18:00:00+00:00_Yellow Rain_Yellow_Cavan, Monaghan, Connacht, Longford, Louth, Meath, Westmeath",2023-07-14 16:35:44+00:00,1,2023-07-14 16:35:44+00:00,2023-07-14 16:35:44+00:00,2023-07-14 16:35:44+00:00,2023-07-14 18:00:00+00:00,Yellow Rain,"Spells of heavy rain on Friday
Blustery at times also. 

Possible impacts:
Localised flooding
Poor visibility
Difficult travelling conditions
","Cavan, Monaghan, Connacht, Longford, Louth, Meath, Westmeath",Yellow
"2023-07-14 16:35:44+00:00_2023-07-14 21:00:00+00:00_Yellow Thunderstorm_Yellow_Carlow, Kildare, Kilkenny, Laois",2023-07-14 16:35:44+00:00,1,2023-07-14 16:35:44+00:00,2023-07-14 16:35:44+00:00,2023-07-14 16:35:44+00:00,2023-07-14 21:00:00+00:00,Yellow Thunderstorm,Heavy thunderstorms locally with lightning.,"Carlow, Kildare, Kilkenny, Laois",Yellow
2023-07-14 16:35:44+00:00_2023-07-14 23:00:00+00:00_Yellow Rain_Yellow_Donegal,2023-07-14 16:35:44+00:00,1,2023-07-14 16:35:44+00:00,2023-07-14 16:35:44+00:00,2023-07-14 16:35:44+00:00,2023-07-14 23:00:00+00:00,Yellow Rain,"Spells of heavy rain at times on Friday from noon onwards

Blustery at times also. 

Possible impacts:
Localised flooding
Poor visibility
Difficult travelling conditions
",Donegal,Yellow
"2023-07-14 16:35:44+00:00_2023-07-15 20:00:00+00:00_Yellow Wind_Yellow_Galway, Mayo",2023-07-14 16:35:44+00:00,1,2023-07-14 16:35:44+00:00,2023-07-14 16:35:44+00:00,2023-07-14 16:35:44+00:00,2023-07-15 20:00:00+00:00,Yellow Wind,Unseasonably strong winds.,"Galway, Mayo",Yellow
"2023-07-14 17:22:58+00:00_2023-07-14 18:00:00+00:00_Yellow Rain_Yellow_Cavan, Monaghan, Connacht, Longford, Louth, Meath, Westmeath",2023-07-14 17:22:58+00:00,1,2023-07-14 17:22:58+00:00,2023-07-14 17:22:58+00:00,2023-07-14 17:22:58+00:00,2023-07-14 18:00:00+00:00,Yellow Rain,"Spells of heavy rain on Friday
Blustery at times also. 

Possible impacts:
Localised flooding
Poor visibility
Difficult travelling conditions
","Cavan, Monaghan, Connacht, Longford, Louth, Meath, Westmeath",Yellow
"2023-07-14 17:22:58+00:00_2023-07-14 21:00:00+00:00_Yellow Thunderstorm_Yellow_Carlow, Kildare, Kilkenny, Laois, Wicklow",2023-07-14 17:22:58+00:00,1,2023-07-14 17:22:58+00:00,2023-07-14 17:22:58+00:00,2023-07-14 17:22:58+00:00,2023-07-14 21:00:00+00:00,Yellow Thunderstorm,Heavy thunderstorms locally with lightning.,"Carlow, Kildare, Kilkenny, Laois, Wicklow",Yellow
2023-07-14 17:22:58+00:00_2023-07-14 23:00:00+00:00_Yellow Rain_Yellow_Donegal,2023-07-14 17:22:58+00:00,1,2023-07-14 17:22:58+00:00,2023-07-14 17:22:58+00:00,2023-07-14 17:22:58+00:00,2023-07-14 23:00:00+00:00,Yellow Rain,"Spells of heavy rain at times on Friday from noon onwards

Blustery at times also. 

Possible impacts:
Localised flooding
Poor visibility
Difficult travelling conditions
",Donegal,Yellow
"2023-07-14 17:22:58+00:00_2023-07-15 20:00:00+00:00_Yellow Wind_Yellow_Galway, Mayo",2023-07-14 17:22:58+00:00,1,2023-07-14 17:22:58+00:00,2023-07-14 17:22:58+00:00,2023-07-14 17:22:58+00:00,2023-07-15 20:00:00+00:00,Yellow Wind,Unseasonably strong winds.,"Galway, Mayo",Yellow
2023-07-14 21:52:56+00:00_2023-07-15 05:00:00+00:00_Yellow Rain_Yellow_Donegal,2023-07-14 21:52:56+00:00,1,2023-07-14 21:52:56+00:00,2023-07-14 21:52:56+00:00,2023-07-14 21:52:56+00:00,2023-07-15 05:00:00+00:00,Yellow Rain,"Possible impacts:
Localised flooding
Poor visibility
Difficult travelling conditions",Donegal,Yellow
"2023-07-14 21:52:56+00:00_2023-07-15 20:00:00+00:00_Yellow Wind_Yellow_Galway, Mayo",2023-07-14 21:52:56+00:00,1,2023-07-14 21:52:56+00:00,2023-07-14 21:52:56+00:00,2023-07-14 21:52:56+00:00,2023-07-15 20:00:00+00:00,Yellow Wind,Unseasonably strong winds.,"Galway, Mayo",Yellow
"2023-07-15 10:32:07+00:00_2023-07-15 20:00:00+00:00_Yellow Wind_Yellow_Galway, Mayo",2023-07-15 10:32:07+00:00,1,2023-07-15 10:32:07+00:00,2023-07-15 10:32:07+00:00,2023-07-15 10:32:07+00:00,2023-07-15 20:00:00+00:00,Yellow Wind,Unseasonably strong winds.,"Galway, Mayo",Yellow
"2023-07-15 10:37:55+00:00_2023-07-15 20:00:00+00:00_Yellow Wind_Yellow_Galway, Mayo",2023-07-15 10:37:55+00:00,1,2023-07-15 10:37:55+00:00,2023-07-15 10:37:55+00:00,2023-07-15 10:37:55+00:00,2023-07-15 20:00:00+00:00,Yellow Wind,Unseasonably strong winds.,"Galway, Mayo",Yellow
"2023-07-15 14:53:49+00:00_2023-07-15 20:00:00+00:00_Yellow Wind_Yellow_Galway, Mayo",2023-07-15 14:53:49+00:00,1,2023-07-15 14:53:49+00:00,2023-07-15 14:53:49+00:00,2023-07-15 14:53:49+00:00,2023-07-15 20:00:00+00:00,Yellow Wind,Unseasonably strong winds.,"Galway, Mayo",Yellow
"2023-07-15 16:16:58+00:00_2023-07-15 20:00:00+00:00_Yellow Wind_Yellow_Galway, Mayo",2023-07-15 16:16:58+00:00,1,2023-07-15 16:16:58+00:00,2023-07-15 16:16:58+00:00,2023-07-15 16:16:58+00:00,2023-07-15 20:00:00+00:00,Yellow Wind,Unseasonably strong winds.,"Galway, Mayo",Yellow
"2023-07-15 16:19:50+00:00_2023-07-15 20:00:00+00:00_Yellow Wind_Yellow_Galway, Mayo",2023-07-15 16:19:50+00:00,1,2023-07-15 16:19:50+00:00,2023-07-15 16:19:50+00:00,2023-07-15 16:19:50+00:00,2023-07-15 20:00:00+00:00,Yellow Wind,Unseasonably strong winds.,"Galway, Mayo",Yellow
"2023-07-15 16:20:54+00:00_2023-07-15 20:00:00+00:00_Yellow Wind_Yellow_Galway, Mayo",2023-07-15 16:20:54+00:00,1,2023-07-15 16:20:54+00:00,2023-07-15 16:20:54+00:00,2023-07-15 16:20:54+00:00,2023-07-15 20:00:00+00:00,Yellow Wind,Unseasonably strong winds.,"Galway, Mayo",Yellow
"2023-07-15 16:23:40+00:00_2023-07-15 20:00:00+00:00_Yellow Wind_Yellow_Galway, Mayo",2023-07-15 16:23:40+00:00,1,2023-07-15 16:23:40+00:00,2023-07-15 16:23:40+00:00,2023-07-15 16:23:40+00:00,2023-07-15 20:00:00+00:00,Yellow Wind,Unseasonably strong winds.,"Galway, Mayo",Yellow
"2023-07-15 16:25:49+00:00_2023-07-15 20:00:00+00:00_Yellow Wind_Yellow_Galway, Mayo",2023-07-15 16:25:49+00:00,1,2023-07-15 16:25:49+00:00,2023-07-15 16:25:49+00:00,2023-07-15 16:25:49+00:00,2023-07-15 20:00:00+00:00,Yellow Wind,Unseasonably strong winds.,"Galway, Mayo",Yellow
"2023-07-16 14:42:33+00:00_2023-07-16 20:00:00+00:00_Yellow Thunderstorm_Yellow_Carlow, Kilkenny, Wexford, Cork, Tipperary, Waterford",2023-07-16 14:42:33+00:00,1,2023-07-16 14:42:33+00:00,2023-07-16 14:42:33+00:00,2023-07-16 14:42:33+00:00,2023-07-16 20:00:00+00:00,Yellow Thunderstorm,Some thunder and lightning in parts this evening near intense downpours.,"Carlow, Kilkenny, Wexford, Cork, Tipperary, Waterford",Yellow
"2023-07-16 18:25:45+00:00_2023-07-16 20:00:00+00:00_Yellow Thunderstorm_Yellow_Carlow, Dublin, Kildare, Kilkenny, Laois, Meath, Wexford, Wicklow, Cork, Tipperary, Waterford",2023-07-16 18:25:45+00:00,1,2023-07-16 18:25:45+00:00,2023-07-16 18:25:45+00:00,2023-07-16 18:25:45+00:00,2023-07-16 20:00:00+00:00,Yellow Thunderstorm,Some thunder and lightning in parts this evening near intense downpours.,"Carlow, Dublin, Kildare, Kilkenny, Laois, Meath, Wexford, Wicklow, Cork, Tipperary, Waterford",Yellow
"2023-07-16 19:33:55+00:00_2023-07-16 22:00:00+00:00_Yellow Thunderstorm_Yellow_Carlow, Dublin, Kildare, Kilkenny, Laois, Meath, Wexford, Wicklow, Waterford",2023-07-16 19:33:55+00:00,1,2023-07-16 19:33:55+00:00,2023-07-16 19:33:55+00:00,2023-07-16 19:33:55+00:00,2023-07-16 22:00:00+00:00,Yellow Thunderstorm,"Heavy showers will continue for a time this evening with a continued chance of some thunder and lightning in parts.

Potential Impacts:
Spot Flooding (especially where leaves and branches have accumulated over the past couple of days)
Difficult travelling conditions
","Carlow, Dublin, Kildare, Kilkenny, Laois, Meath, Wexford, Wicklow, Waterford",Yellow
"2023-07-16 19:37:51+00:00_2023-07-16 22:00:00+00:00_Yellow Thunderstorm_Yellow_Carlow, Dublin, Kildare, Kilkenny, Laois, Meath, Wexford, Wicklow, Waterford",2023-07-16 19:37:51+00:00,1,2023-07-16 19:37:51+00:00,2023-07-16 19:37:51+00:00,2023-07-16 19:37:51+00:00,2023-07-16 22:00:00+00:00,Yellow Thunderstorm,"Heavy showers will continue for a time this evening with a continued chance of some thunder and lightning in parts.

Potential Impacts:
Spot Flooding (especially where leaves and branches have accumulated over the past couple of days)
Difficult travelling conditions
","Carlow, Dublin, Kildare, Kilkenny, Laois, Meath, Wexford, Wicklow, Waterford",Yellow
"2023-07-17 08:22:58+00:00_2023-07-18 14:00:00+00:00_Yellow Rain_Yellow_Cork, Kerry, Waterford",2023-07-17 08:22:58+00:00,1,2023-07-17 08:22:58+00:00,2023-07-17 08:22:58+00:00,2023-07-17 08:22:58+00:00,2023-07-18 14:00:00+00:00,Yellow Rain,"A spell of heavy rain, followed by showers may lead to localised flooding.","Cork, Kerry, Waterford",Yellow
"2023-07-17 22:43:01+00:00_2023-07-18 14:00:00+00:00_Yellow Rain_Yellow_Cork, Kerry, Waterford",2023-07-17 22:43:01+00:00,1,2023-07-17 22:43:01+00:00,2023-07-17 22:43:01+00:00,2023-07-17 22:43:01+00:00,2023-07-18 14:00:00+00:00,Yellow Rain,"A spell of heavy rain, followed by showers may lead to localised flooding.","Cork, Kerry, Waterford",Yellow
"2023-07-18 04:57:48+00:00_2023-07-18 14:00:00+00:00_Yellow Rain_Yellow_Cork, Kerry, Waterford",2023-07-18 04:57:48+00:00,1,2023-07-18 04:57:48+00:00,2023-07-18 04:57:48+00:00,2023-07-18 04:57:48+00:00,2023-07-18 14:00:00+00:00,Yellow Rain,"A spell of heavy rain, followed by showers may lead to localised flooding.","Cork, Kerry, Waterford",Yellow
"2023-07-18 08:05:12+00:00_2023-07-18 14:00:00+00:00_Yellow Rain_Yellow_Cork, Waterford",2023-07-18 08:05:12+00:00,1,2023-07-18 08:05:12+00:00,2023-07-18 08:05:12+00:00,2023-07-18 08:05:12+00:00,2023-07-18 14:00:00+00:00,Yellow Rain,"A spell of heavy rain, followed by showers may lead to localised flooding.","Cork, Waterford",Yellow
"2023-07-22 17:28:54+00:00_2023-07-23 10:00:00+00:00_Yellow Rain_Yellow_Cavan, Donegal, Monaghan, Dublin, Kildare, Longford, Louth, Meath, Westmeath, Leitrim, Mayo, Roscommon, Sligo",2023-07-22 17:28:54+00:00,1,2023-07-22 17:28:54+00:00,2023-07-22 17:28:54+00:00,2023-07-22 17:28:54+00:00,2023-07-23 10:00:00+00:00,Yellow Rain,Further spells of heavy rain at times bringing the potential for localised flooding.,"Cavan, Donegal, Monaghan, Dublin, Kildare, Longford, Louth, Meath, Westmeath, Leitrim, Mayo, Roscommon, Sligo",Yellow
"2023-07-22 21:59:09+00:00_2023-07-23 10:00:00+00:00_Yellow Rain_Yellow_Cavan, Donegal, Monaghan, Dublin, Kildare, Longford, Louth, Meath, Westmeath, Leitrim, Mayo, Roscommon, Sligo",2023-07-22 21:59:09+00:00,1,2023-07-22 21:59:09+00:00,2023-07-22 21:59:09+00:00,2023-07-22 21:59:09+00:00,2023-07-23 10:00:00+00:00,Yellow Rain,Further spells of heavy rain at times bringing the potential for localised flooding.,"Cavan, Donegal, Monaghan, Dublin, Kildare, Longford, Louth, Meath, Westmeath, Leitrim, Mayo, Roscommon, Sligo",Yellow
"2023-07-23 04:02:44+00:00_2023-07-23 10:00:00+00:00_Yellow Rain_Yellow_Cavan, Donegal, Monaghan, Dublin, Kildare, Longford, Louth, Meath, Westmeath, Leitrim, Mayo, Roscommon, Sligo",2023-07-23 04:02:44+00:00,1,2023-07-23 04:02:44+00:00,2023-07-23 04:02:44+00:00,2023-07-23 04:02:44+00:00,2023-07-23 10:00:00+00:00,Yellow Rain,Further spells of heavy rain at times bringing the potential for localised flooding.,"Cavan, Donegal, Monaghan, Dublin, Kildare, Longford, Louth, Meath, Westmeath, Leitrim, Mayo, Roscommon, Sligo",Yellow
"2023-07-27 13:00:28+00:00_2023-07-29 23:00:00+00:00_Yellow Rain_Yellow_Donegal, Leitrim, Sligo",2023-07-27 13:00:28+00:00,1,2023-07-27 13:00:28+00:00,2023-07-27 13:00:28+00:00,2023-07-27 13:00:28+00:00,2023-07-29 23:00:00+00:00,Yellow Rain,Frequent heavy showers on Saturday may lead to localised flooding.,"Donegal, Leitrim, Sligo",Yellow
"2023-07-27 13:19:11+00:00_2023-07-29 23:00:00+00:00_Yellow Rain_Yellow_Donegal, Leitrim, Sligo",2023-07-27 13:19:11+00:00,1,2023-07-27 13:19:11+00:00,2023-07-27 13:19:11+00:00,2023-07-27 13:19:11+00:00,2023-07-29 23:00:00+00:00,Yellow Rain,Frequent heavy showers on Saturday may lead to localised flooding.,"Donegal, Leitrim, Sligo",Yellow
"2023-07-27 22:07:10+00:00_2023-07-29 23:00:00+00:00_Yellow Rain_Yellow_Donegal, Leitrim, Sligo",2023-07-27 22:07:10+00:00,1,2023-07-27 22:07:10+00:00,2023-07-27 22:07:10+00:00,2023-07-27 22:07:10+00:00,2023-07-29 23:00:00+00:00,Yellow Rain,Frequent heavy showers on Saturday may lead to localised flooding.,"Donegal, Leitrim, Sligo",Yellow
"2023-07-27 22:10:21+00:00_2023-07-29 23:00:00+00:00_Yellow Rain_Yellow_Donegal, Leitrim, Sligo",2023-07-27 22:10:21+00:00,1,2023-07-27 22:10:21+00:00,2023-07-27 22:10:21+00:00,2023-07-27 22:10:21+00:00,2023-07-29 23:00:00+00:00,Yellow Rain,Frequent heavy showers on Saturday may lead to localised flooding.,"Donegal, Leitrim, Sligo",Yellow
